Entry	Status	Ensembl transcript	Gene names  (primary )	3D	Cross-reference (InterPro)	Organism
B3KWW1	unreviewed	ENST00000679665;	DDX58		IPR031964;IPR042145;IPR011545;IPR014001;IPR001650;IPR027417;IPR041204;IPR038557;IPR021673;	Homo sapiens (Human)
I3L1F5	unreviewed	ENST00000575051;ENST00000631986;	HMOX2		IPR002051;IPR016053;IPR016084;IPR018207;	Homo sapiens (Human)
C9IYH9	unreviewed	ENST00000420416;	SUV39H2		IPR016197;IPR000953;IPR023780;IPR023779;IPR011381;IPR007728;	Homo sapiens (Human)
A0A1W2PNQ5	unreviewed	ENST00000638422;	LIAS		IPR013785;IPR031691;IPR003698;IPR007197;	Homo sapiens (Human)
E5RIA2	unreviewed	ENST00000522167;	ENPP2		IPR017850;IPR001604;IPR029881;IPR020821;IPR002591;	Homo sapiens (Human)
A0A3B3ISE4	unreviewed	ENST00000649752;	HDAC8		IPR000286;IPR003084;IPR023801;IPR037138;IPR023696;	Homo sapiens (Human)
A0A3B3IRL5	unreviewed	ENST00000648462;	IMPDH1		IPR013785;IPR000644;IPR005990;IPR015875;IPR001093;	Homo sapiens (Human)
C9J9T0	unreviewed	ENST00000435437;	RPE		IPR013785;IPR026019;IPR000056;IPR011060;	Homo sapiens (Human)
A0A5F9ZHF9	unreviewed	ENST00000672902;	PDE10A		IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;	Homo sapiens (Human)
H0Y306	unreviewed	ENST00000358298;	SUV39H2		IPR011381;IPR003616;IPR001214;	Homo sapiens (Human)
A0A494C1B7	unreviewed	ENST00000652485;	RAD50		IPR027417;IPR038729;IPR004584;IPR013134;	Homo sapiens (Human)
B0QYF8	unreviewed	ENST00000443033;	MB		IPR000971;IPR009050;IPR012292;IPR002335;	Homo sapiens (Human)
A0A2R8Y7R2	unreviewed	ENST00000485743;	HBB		IPR000971;IPR009050;IPR012292;IPR002337;	Homo sapiens (Human)
A0A0B4J1R4	unreviewed	ENST00000289004;	HPD		IPR005956;IPR041735;IPR041736;IPR029068;IPR004360;IPR037523;	Homo sapiens (Human)
F5H748	unreviewed	ENST00000418097;	ATP7B		IPR023299;IPR018303;IPR008250;IPR036412;IPR017969;IPR006122;IPR006121;IPR036163;IPR001757;IPR044492;	Homo sapiens (Human)
A0A2R8Y7X9	unreviewed	ENST00000647543;			IPR000971;IPR009050;IPR012292;IPR002337;	Homo sapiens (Human)
A0A3B3IRU7	unreviewed	ENST00000647590;	PDE10A		IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;	Homo sapiens (Human)
G3V180	unreviewed	ENST00000531863;	DPP3		IPR005317;IPR039461;	Homo sapiens (Human)
A0A3B3IS68	unreviewed	ENST00000647886;	HDAC8		IPR000286;IPR003084;IPR023801;IPR037138;IPR023696;	Homo sapiens (Human)
H0Y4R1	unreviewed	ENST00000429182;	IMPDH2		IPR013785;IPR000644;IPR005990;IPR015875;IPR001093;	Homo sapiens (Human)
A0A5F9ZHU7	unreviewed	ENST00000672107;	PRIM2		IPR016558;IPR007238;	Homo sapiens (Human)
A0A1W2PQT3	unreviewed	ENST00000638410;	ME2		IPR015884;IPR012301;IPR037062;IPR012302;IPR001891;IPR036291;	Homo sapiens (Human)
H0Y4R8	unreviewed	ENST00000431952;	SP100	X-ray crystallography (2)	IPR001487;IPR036427;IPR010919;IPR000770;IPR043563;IPR019786;IPR011011;IPR001965;IPR019787;	Homo sapiens (Human)
A0A087WVS3	unreviewed	ENST00000622115;	TGM5		IPR013783;IPR014756;IPR038765;IPR002931;IPR036985;IPR023608;IPR013808;IPR008958;IPR036238;IPR001102;	Homo sapiens (Human)
D6R9S0	unreviewed	ENST00000512766;	DCTD		IPR016192;IPR002125;IPR016193;IPR016473;IPR015517;IPR035105;	Homo sapiens (Human)
G3V4G9	unreviewed	ENST00000556278;			IPR036116;IPR001937;IPR019779;IPR005849;IPR036265;IPR007110;IPR036179;IPR013783;IPR003599;	Homo sapiens (Human)
A0A6Q8PHB5	unreviewed	ENST00000675645;	NT5C2		IPR036412;IPR008380;IPR023214;IPR016695;	Homo sapiens (Human)
F8WAN9	unreviewed	ENST00000348719;	GMPR2		IPR013785;IPR005993;IPR015875;IPR001093;	Homo sapiens (Human)
C9JFR9	unreviewed	ENST00000437102;	CYP8B1		IPR001128;IPR024204;IPR002403;IPR036396;IPR030686;	Homo sapiens (Human)
H0Y6P9	unreviewed	ENST00000436700;	PDE11A		IPR023088;IPR002073;IPR036971;	Homo sapiens (Human)
C9IZU8	unreviewed	ENST00000452025;	RPE		IPR013785;IPR026019;IPR000056;IPR011060;	Homo sapiens (Human)
E9PFT6	unreviewed	ENST00000292901;	HBD		IPR000971;IPR009050;IPR012292;IPR002337;	Homo sapiens (Human)
A0A2R8Y6Y7	unreviewed	ENST00000643023;	SUCLA2		IPR011761;IPR013650;IPR013815;IPR005811;IPR017866;IPR034723;IPR005809;IPR016102;	Homo sapiens (Human)
A0A087WVW4	unreviewed	ENST00000610827;	TGM5		IPR013783;IPR014756;IPR038765;IPR002931;IPR036985;IPR023608;IPR013808;IPR008958;IPR036238;IPR001102;	Homo sapiens (Human)
A0A2R8Y6K4	unreviewed	ENST00000643681;	EYA1		IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	Homo sapiens (Human)
E7EUK6	unreviewed	ENST00000433326;	LIPC		IPR029058;IPR013818;IPR002333;IPR016272;IPR001024;IPR036392;IPR000734;	Homo sapiens (Human)
Q32MM7	unreviewed	ENST00000539010;	PDE4C		IPR003607;IPR040844;IPR023088;IPR002073;IPR036971;IPR023174;	Homo sapiens (Human)
H3BPB8	unreviewed	ENST00000563786;	MPI		IPR001250;IPR016305;IPR018050;IPR014710;IPR011051;	Homo sapiens (Human)
A0A087WWM4	unreviewed	ENST00000620807;	GMPR2		IPR013785;IPR005993;IPR015875;IPR001093;	Homo sapiens (Human)
E7EUU8	unreviewed	ENST00000403184;	COMT		IPR017128;IPR029063;IPR002935;	Homo sapiens (Human)
H3BUZ9	unreviewed	ENST00000563422;	MPI		IPR001250;IPR016305;IPR018050;IPR014710;IPR011051;	Homo sapiens (Human)
B1AHA8	unreviewed	ENST00000412893;	HMOX1		IPR002051;IPR016053;IPR016084;IPR018207;	Homo sapiens (Human)
E9PE72	unreviewed	ENST00000513998;	ENPP1		IPR017850;IPR029890;IPR002591;IPR036024;IPR020436;IPR001212;	Homo sapiens (Human)
H7C4P9	unreviewed	ENST00000471824;	PDE6B		IPR023088;IPR002073;IPR036971;	Homo sapiens (Human)
A0A6Q8PFK3	unreviewed	ENST00000676212;	AARS1		IPR002318;IPR018162;IPR018165;IPR018164;IPR023033;IPR018163;IPR009000;IPR012947;	Homo sapiens (Human)
J3KRP0	unreviewed	ENST00000582365;	CNDP1		IPR001261;IPR017153;IPR002933;IPR011650;	Homo sapiens (Human)
F5GXX2	unreviewed	ENST00000542223;	PDE2A		IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;	Homo sapiens (Human)
A0A3B3IT04	unreviewed	ENST00000649097;	HDAC8		IPR000286;IPR003084;IPR023801;IPR037138;IPR023696;	Homo sapiens (Human)
A0A3B3IT95	unreviewed	ENST00000648504;	HDAC8		IPR000286;IPR003084;IPR023801;IPR037138;IPR023696;	Homo sapiens (Human)
E9PRT6	unreviewed	ENST00000534537;	PNLIPRP1		IPR029058;IPR013818;IPR016272;IPR033906;IPR002331;IPR001024;IPR036392;IPR000734;	Homo sapiens (Human)
A0A087WZC4	unreviewed	ENST00000611276;	TGM5		IPR013783;IPR014756;IPR038765;IPR002931;IPR036985;IPR023608;IPR013808;IPR008958;IPR036238;IPR001102;	Homo sapiens (Human)
A0A3F2YP58	unreviewed	ENST00000539869;	PDE10A		IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;	Homo sapiens (Human)
B0QYF7	unreviewed	ENST00000442617;	MB		IPR000971;IPR009050;IPR012292;IPR002335;	Homo sapiens (Human)
A0A2R8YD60	unreviewed	ENST00000642651;ENST00000645094;ENST00000645454;	ATP7A		IPR006121;IPR036163;	Homo sapiens (Human)
D6RHH9	unreviewed	ENST00000511066;	PHOSPHO1		IPR036412;IPR023214;IPR016965;IPR006384;	Homo sapiens (Human)
J3KMX3	unreviewed	ENST00000226359;	AFP		IPR000264;IPR020858;IPR021177;IPR020857;IPR014760;	Homo sapiens (Human)
F8VQZ7	unreviewed	ENST00000551840;	METAP2		IPR036005;IPR000994;IPR001714;IPR002468;IPR018349;IPR036388;IPR036390;	Homo sapiens (Human)
A0A2R8Y7U1	unreviewed	ENST00000643516;	TPP1		IPR000209;IPR036852;IPR015366;IPR030400;	Homo sapiens (Human)
C9J5P6	unreviewed	ENST00000344089;	NOS1		IPR003097;IPR017927;IPR001094;IPR008254;IPR001709;IPR029039;IPR039261;IPR023173;IPR012144;IPR004030;IPR036119;IPR001433;IPR001478;IPR036034;IPR017938;	Homo sapiens (Human)
A0A140T8Y6	unreviewed	ENST00000383264;	NOTCH4		IPR002110;IPR020683;IPR036770;IPR001881;IPR013032;IPR000742;IPR000152;IPR018097;IPR009030;IPR008297;IPR035993;IPR022355;IPR000800;IPR010660;IPR011656;	Homo sapiens (Human)
B7ZLR4	unreviewed	ENST00000634844;	ATP7B		IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR017969;IPR006122;IPR006121;IPR036163;IPR027256;IPR001757;IPR044492;	Homo sapiens (Human)
E7EUF1	unreviewed	ENST00000427067;	ENPP2		IPR017850;IPR001604;IPR029881;IPR020821;IPR002591;IPR036024;IPR020436;IPR001212;	Homo sapiens (Human)
A0A2R8YET7	unreviewed	ENST00000644229;	EYA1		IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	Homo sapiens (Human)
A0A6Q8PGR9	unreviewed	ENST00000675953;	AARS1		IPR002318;IPR018162;IPR018165;IPR018164;IPR023033;IPR003156;IPR018163;IPR009000;IPR012947;	Homo sapiens (Human)
H7C009	unreviewed	ENST00000441209;	PDE2A		IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;	Homo sapiens (Human)
Q9H4B0	reviewed	ENST00000264151 [Q9H4B0-1];ENST00000519810 [Q9H4B0-2];ENST00000522700 [Q9H4B0-1];	OSGEPL1		IPR043129;IPR000905;IPR017861;IPR022450;	Homo sapiens (Human)
Q9HC10	reviewed	ENST00000272371 [Q9HC10-1];ENST00000338581 [Q9HC10-4];ENST00000339598 [Q9HC10-2];ENST00000403946 [Q9HC10-5];	OTOF		IPR000008;IPR035892;IPR037726;IPR037720;IPR037722;IPR037723;IPR037724;IPR037725;IPR012968;IPR037721;IPR012561;IPR032362;IPR029996;	Homo sapiens (Human)
Q86XP0	reviewed	ENST00000290472 [Q86XP0-1];	PLA2G4D	X-ray crystallography (3)	IPR016035;IPR041847;IPR000008;IPR035892;IPR040723;IPR002642;	Homo sapiens (Human)
P36873	reviewed	ENST00000335007 [P36873-1];ENST00000340766 [P36873-2];	PPP1CC	X-ray crystallography (9)	IPR004843;IPR029052;IPR037981;IPR006186;IPR031675;	Homo sapiens (Human)
Q96BW5	reviewed	ENST00000298942 [Q96BW5-2];ENST00000378000 [Q96BW5-1];ENST00000535784 [Q96BW5-1];	PTER		IPR017947;IPR032466;IPR001559;	Homo sapiens (Human)
Q96EP0	reviewed	ENST00000324103 [Q96EP0-1];ENST00000559275 [Q96EP0-3];ENST00000642631 [Q96EP0-3];ENST00000647495 [Q96EP0-1];	RNF31	X-ray crystallography (22); NMR spectroscopy (1)	IPR002867;IPR036339;IPR018997;IPR026254;IPR032065;IPR041031;IPR040641;IPR044066;IPR015940;IPR001876;IPR036443;IPR013083;IPR017907;	Homo sapiens (Human)
P08294	reviewed	ENST00000382120;	SOD3	X-ray crystallography (1)	IPR024141;IPR036423;IPR024134;IPR018152;IPR001424;	Homo sapiens (Human)
Q9NXA8	reviewed	ENST00000359782 [Q9NXA8-3];ENST00000379262 [Q9NXA8-2];ENST00000397350 [Q9NXA8-1];ENST00000606117 [Q9NXA8-1];ENST00000680151 [Q9NXA8-1];ENST00000680432 [Q9NXA8-1];ENST00000680707 [Q9NXA8-2];	SIRT5	X-ray crystallography (18)	IPR029035;IPR003000;IPR026591;IPR027546;IPR026590;	Homo sapiens (Human)
Q8TCJ2	reviewed	ENST00000295770;	STT3B	Electron microscopy (1)	IPR003674;	Homo sapiens (Human)
Q99611	reviewed	ENST00000478753;	SEPHS2		IPR010918;IPR036676;IPR016188;IPR036921;IPR004536;	Homo sapiens (Human)
P09923	reviewed	ENST00000295463;	ALPI		IPR001952;IPR018299;IPR017850;	Homo sapiens (Human)
P30520	reviewed	ENST00000366535;	ADSS2	X-ray crystallography (1)	IPR018220;IPR033128;IPR042109;IPR042110;IPR042111;IPR001114;IPR027529;IPR027417;	Homo sapiens (Human)
P78563	reviewed	ENST00000348831 [P78563-2];ENST00000360697 [P78563-1];ENST00000389863 [P78563-3];ENST00000437626 [P78563-1];ENST00000492414 [P78563-2];ENST00000496664 [P78563-1];ENST00000629643 [P78563-4];	ADARB1	X-ray crystallography (7)	IPR002466;IPR044458;IPR044459;IPR014720;IPR008996;	Homo sapiens (Human)
O15105	reviewed	ENST00000262158 [O15105-1];ENST00000589634 [O15105-3];ENST00000591805 [O15105-2];	SMAD7	NMR spectroscopy (7)	IPR013790;IPR003619;IPR013019;IPR017855;IPR001132;IPR008984;IPR036578;	Homo sapiens (Human)
P08842	reviewed	ENST00000674499;	STS	X-ray crystallography (1)	IPR017850;IPR024607;IPR000917;	Homo sapiens (Human)
Q6GTS8	reviewed	ENST00000367136 [Q6GTS8-1];	PM20D1		IPR036264;IPR002933;IPR011650;	Homo sapiens (Human)
Q9Y2J0	reviewed	ENST00000389385 [Q9Y2J0-1];ENST00000415485 [Q9Y2J0-1];ENST00000543106 [Q9Y2J0-1];ENST00000551052 [Q9Y2J0-2];	RPH3A		IPR000008;IPR035892;IPR041282;IPR010911;IPR043566;IPR028698;IPR001565;IPR017455;IPR011011;IPR013083;	Homo sapiens (Human)
P31645	reviewed	ENST00000261707 [P31645-1];ENST00000401766 [P31645-1];ENST00000650711 [P31645-1];	SLC6A4	Electron microscopy (7); X-ray crystallography (12)	IPR000175;IPR013086;IPR037272;	Homo sapiens (Human)
Q9H5I1	reviewed	ENST00000313519 [Q9H5I1-2];ENST00000354919 [Q9H5I1-1];ENST00000378325 [Q9H5I1-3];	SUV39H2	X-ray crystallography (2)	IPR016197;IPR000953;IPR023780;IPR023779;IPR011381;IPR003616;IPR007728;IPR001214;	Homo sapiens (Human)
O00487	reviewed	ENST00000409682;	PSMD14	Electron microscopy (30)	IPR000555;IPR037518;IPR035299;IPR024969;	Homo sapiens (Human)
Q9NXS2	reviewed	ENST00000012049 [Q9NXS2-1];ENST00000366382 [Q9NXS2-3];	QPCTL	X-ray crystallography (5)	IPR037457;IPR007484;IPR040234;	Homo sapiens (Human)
Q9H6W3	reviewed	ENST00000304061 [Q9H6W3-1];	RIOX1	X-ray crystallography (10)	IPR003347;IPR039994;IPR013109;	Homo sapiens (Human)
Q15047	reviewed	ENST00000271640 [Q15047-1];ENST00000368962 [Q15047-2];ENST00000368969 [Q15047-3];	SETDB1	X-ray crystallography (17)	IPR016177;IPR040880;IPR025796;IPR001739;IPR003616;IPR007728;IPR001214;IPR002999;IPR041292;IPR041291;	Homo sapiens (Human)
Q96I99	reviewed	ENST00000307227 [Q96I99-1];ENST00000493112 [Q96I99-2];	SUCLG2	X-ray crystallography (1)	IPR013650;IPR013815;IPR005811;IPR017866;IPR034722;IPR005809;IPR016102;	Homo sapiens (Human)
Q5R387	reviewed	ENST00000429261;ENST00000679259;	PLA2G2C		IPR001211;IPR033112;IPR016090;IPR036444;	Homo sapiens (Human)
O15355	reviewed	ENST00000344034;	PPM1G		IPR015655;IPR000222;IPR036457;IPR001932;	Homo sapiens (Human)
Q7LG56	reviewed	ENST00000251810 [Q7LG56-1];ENST00000395912 [Q7LG56-2];ENST00000519317 [Q7LG56-3];ENST00000519962 [Q7LG56-4];ENST00000522394 [Q7LG56-5];	RRM2B	X-ray crystallography (3)	IPR009078;IPR012348;IPR033909;IPR030475;IPR000358;	Homo sapiens (Human)
Q9Y345	reviewed	ENST00000525748;	SLC6A5		IPR000175;IPR037272;	Homo sapiens (Human)
Q9BSE5	reviewed	ENST00000375826;	AGMAT		IPR005925;IPR006035;IPR023696;IPR020855;	Homo sapiens (Human)
Q96EB6	reviewed	ENST00000212015 [Q96EB6-1];	SIRT1	X-ray crystallography (8)	IPR029035;IPR003000;IPR026591;IPR026590;	Homo sapiens (Human)
Q687X5	reviewed	ENST00000301959 [Q687X5-2];ENST00000380079 [Q687X5-1];	STEAP4	Electron microscopy (2)	IPR013130;IPR036291;IPR028939;	Homo sapiens (Human)
Q8TCD6	reviewed	ENST00000359744;ENST00000616481;ENST00000616524;ENST00000617738;	PHOSPHO2		IPR036412;IPR023214;IPR016965;IPR006384;	Homo sapiens (Human)
O15496	reviewed	ENST00000438167;ENST00000621727;	PLA2G10	X-ray crystallography (7)	IPR001211;IPR033112;IPR016090;IPR036444;IPR033113;	Homo sapiens (Human)
P53041	reviewed	ENST00000012443;	PPP5C	X-ray crystallography (17); NMR spectroscopy (1)	IPR004843;IPR029052;IPR041753;IPR013235;IPR006186;IPR011236;IPR013026;IPR011990;IPR001440;IPR019734;	Homo sapiens (Human)
P49593	reviewed	ENST00000263212 [P49593-1];	PPM1F		IPR015655;IPR000222;IPR036457;IPR001932;	Homo sapiens (Human)
Q6PCB5	reviewed	ENST00000334955 [Q6PCB5-1];ENST00000445288 [Q6PCB5-2];	RSBN1L		IPR026306;	Homo sapiens (Human)
Q9HBX9	reviewed	ENST00000307765 [Q9HBX9-1];ENST00000343542 [Q9HBX9-4];ENST00000470033 [Q9HBX9-2];ENST00000471616 [Q9HBX9-3];	RXFP1	NMR spectroscopy (2)	IPR000276;IPR017452;IPR036055;IPR023415;IPR002172;IPR001611;IPR003591;IPR032675;IPR008112;	Homo sapiens (Human)
Q9NZ71	reviewed	ENST00000318100 [Q9NZ71-9];ENST00000360203 [Q9NZ71-6];ENST00000370018 [Q9NZ71-1];ENST00000482936 [Q9NZ71-8];ENST00000508582 [Q9NZ71-7];	RTEL1		IPR006555;IPR010614;IPR014013;IPR006554;IPR027417;IPR013020;IPR030845;	Homo sapiens (Human)
Q9Y5K1	reviewed	ENST00000345868 [Q9Y5K1-2];ENST00000371263 [Q9Y5K1-1];	SPO11		IPR004084;IPR013048;IPR002815;IPR013049;IPR036078;IPR034136;IPR036388;	Homo sapiens (Human)
Q8IUF8	reviewed	ENST00000333396 [Q8IUF8-1];ENST00000360258 [Q8IUF8-4];ENST00000394198 [Q8IUF8-1];ENST00000514314 [Q8IUF8-2];	RIOX2	X-ray crystallography (3)	IPR003347;IPR039994;	Homo sapiens (Human)
Q9NRG4	reviewed	ENST00000366957 [Q9NRG4-1];	SMYD2	X-ray crystallography (22)	IPR001214;IPR044419;IPR011990;IPR002893;	Homo sapiens (Human)
Q8N6T7	reviewed	ENST00000305232 [Q8N6T7-2];ENST00000337491 [Q8N6T7-1];	SIRT6	X-ray crystallography (22)	IPR029035;IPR003000;IPR026590;	Homo sapiens (Human)
O43541	reviewed	ENST00000288840 [O43541-1];ENST00000557916 [O43541-4];	SMAD6		IPR013790;IPR003619;IPR013019;IPR017855;IPR001132;IPR008984;IPR036578;	Homo sapiens (Human)
P04731	reviewed	ENST00000290705;	MT1A		IPR003019;IPR017854;IPR023587;IPR000006;IPR018064;	Homo sapiens (Human)
Q7RTV0	reviewed	ENST00000216252;	PHF5A	Electron microscopy (14); X-ray crystallography (3)	IPR005345;	Homo sapiens (Human)
P00439	reviewed	ENST00000553106;	PAH	X-ray crystallography (20)	IPR002912;IPR001273;IPR018301;IPR036951;IPR036329;IPR019774;IPR041912;IPR005961;IPR019773;	Homo sapiens (Human)
Q9H777	reviewed	ENST00000269466;	ELAC1	X-ray crystallography (1)	IPR001279;IPR036866;IPR013471;	Homo sapiens (Human)
O00767	reviewed	ENST00000370355;	SCD	X-ray crystallography (1)	IPR015876;IPR001522;	Homo sapiens (Human)
Q9Y6B6	reviewed	ENST00000402673;ENST00000439578;	SAR1B		IPR027417;IPR005225;IPR006689;IPR006687;	Homo sapiens (Human)
P21817	reviewed	ENST00000355481 [P21817-2];ENST00000359596 [P21817-1];	RYR1	X-ray crystallography (2)	IPR001870;IPR043136;IPR013320;IPR011992;IPR014821;IPR005821;IPR036300;IPR016093;IPR013662;IPR000699;IPR013333;IPR003032;IPR009460;IPR035910;IPR033215;IPR035761;IPR035764;IPR035762;IPR003877;	Homo sapiens (Human)
Q86SG5	reviewed	ENST00000329256;ENST00000368728;ENST00000368729;	S100A7A	X-ray crystallography (1)	IPR011992;IPR018247;IPR002048;IPR034325;IPR001751;IPR013787;IPR028477;	Homo sapiens (Human)
P53992	reviewed	ENST00000339365 [P53992-1];ENST00000345254 [P53992-1];	SEC24C	X-ray crystallography (2)	IPR029006;IPR007123;IPR036180;IPR006900;IPR036175;IPR006896;IPR012990;IPR041742;IPR036465;IPR006895;IPR036174;	Homo sapiens (Human)
O95486	reviewed	ENST00000322887 [O95486-2];ENST00000398844 [O95486-1];	SEC24A	X-ray crystallography (15)	IPR029006;IPR007123;IPR036180;IPR006900;IPR036175;IPR006896;IPR012990;IPR041742;IPR036465;IPR006895;	Homo sapiens (Human)
Q96T68	reviewed	ENST00000317257 [Q96T68-2];ENST00000354234 [Q96T68-1];	SETDB2	X-ray crystallography (1)	IPR016177;IPR001739;IPR007728;IPR001214;	Homo sapiens (Human)
Q9NRC8	reviewed	ENST00000328666 [Q9NRC8-1];	SIRT7	X-ray crystallography (2)	IPR029035;IPR003000;IPR026590;	Homo sapiens (Human)
Q8IYR2	reviewed	ENST00000305513;	SMYD4		IPR001214;IPR044421;IPR011990;IPR002893;	Homo sapiens (Human)
Q15796	reviewed	ENST00000262160 [Q15796-1];ENST00000356825 [Q15796-2];ENST00000402690 [Q15796-1];ENST00000586040 [Q15796-2];	SMAD2	X-ray crystallography (7); NMR spectroscopy (1)	IPR013790;IPR003619;IPR013019;IPR017855;IPR001132;IPR008984;IPR036578;	Homo sapiens (Human)
Q9UHE8	reviewed	ENST00000297205;	STEAP1	Electron microscopy (1)	IPR013130;	Homo sapiens (Human)
P49589	reviewed	ENST00000278224 [P49589-2];ENST00000380525 [P49589-3];ENST00000397111 [P49589-1];ENST00000612826 [P49589-3];ENST00000632612 [P49589-2];ENST00000633248 [P49589-1];	CARS1		IPR015803;IPR024909;IPR014729;IPR032678;IPR009080;	Homo sapiens (Human)
Q17R31	reviewed	ENST00000366973 [Q17R31-2];ENST00000366974 [Q17R31-1];ENST00000526641 [Q17R31-4];ENST00000531963 [Q17R31-5];ENST00000532324 [Q17R31-3];	TATDN3	X-ray crystallography (1)	IPR032466;IPR001130;	Homo sapiens (Human)
P36639	reviewed	ENST00000339737 [P36639-4];ENST00000343985 [P36639-2];ENST00000356714 [P36639-4];ENST00000397046 [P36639-4];ENST00000397048 [P36639-2];ENST00000397049 [P36639-4];	NUDT1	X-ray crystallography (85); NMR spectroscopy (1)	IPR020476;IPR015797;IPR020084;IPR000086;IPR003563;	Homo sapiens (Human)
Q5QJU3	reviewed	ENST00000340967 [Q5QJU3-1];	ACER2		IPR008901;	Homo sapiens (Human)
Q7Z6V5	reviewed	ENST00000237283 [Q7Z6V5-1];ENST00000606514 [Q7Z6V5-2];	ADAT2	X-ray crystallography (1)	IPR016192;IPR002125;IPR016193;IPR028883;	Homo sapiens (Human)
P10398	reviewed	ENST00000377039 [P10398-2];ENST00000377045 [P10398-1];	ARAF	NMR spectroscopy (2)	IPR020454;IPR011009;IPR002219;IPR000719;IPR017441;IPR003116;IPR001245;IPR008271;IPR029071;	Homo sapiens (Human)
P36405	reviewed	ENST00000260746;	ARL3		IPR044612;IPR027417;IPR005225;IPR006689;	Homo sapiens (Human)
Q86W34	reviewed	ENST00000359783 [Q86W34-5];ENST00000359904 [Q86W34-4];ENST00000392720 [Q86W34-4];ENST00000577866 [Q86W34-4];ENST00000577985 [Q86W34-4];ENST00000580753 [Q86W34-4];ENST00000612294 [Q86W34-4];ENST00000674770 [Q86W34-4];	AMZ2		IPR024079;IPR012962;	Homo sapiens (Human)
P0DTE8	reviewed	ENST00000370079;	AMY1C		IPR006048;IPR031319;IPR006046;IPR006047;IPR013780;IPR017853;	Homo sapiens (Human)
Q8NB49	reviewed	ENST00000327569 [Q8NB49-1];ENST00000361648 [Q8NB49-3];	ATP11C	Electron microscopy (6); X-ray crystallography (1)	IPR030363;IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR006539;IPR032631;IPR001757;IPR032630;IPR044492;	Homo sapiens (Human)
O60909	reviewed	ENST00000309519 [O60909-3];ENST00000356836 [O60909-1];ENST00000372324 [O60909-1];ENST00000434555 [O60909-1];	B4GALT2		IPR003859;IPR027791;IPR027995;IPR029044;	Homo sapiens (Human)
Q02928	reviewed	ENST00000310638 [Q02928-1];	CYP4A11		IPR001128;IPR017972;IPR002401;IPR036396;	Homo sapiens (Human)
O75398	reviewed	ENST00000382409 [O75398-1];	DEAF1	X-ray crystallography (1); NMR spectroscopy (2)	IPR010919;IPR000770;IPR024119;IPR002893;	Homo sapiens (Human)
Q9NP87	reviewed	ENST00000242248 [Q9NP87-1];ENST00000335195 [Q9NP87-2];ENST00000395831 [Q9NP87-3];	POLM	X-ray crystallography (71); NMR spectroscopy (2)	IPR001357;IPR036420;IPR002054;IPR027249;IPR019843;IPR010996;IPR028207;IPR018944;IPR027421;IPR037160;IPR022312;IPR043519;IPR029398;IPR001726;	Homo sapiens (Human)
Q9BZQ6	reviewed	ENST00000318130 [Q9BZQ6-1];ENST00000367512 [Q9BZQ6-2];	EDEM3		IPR012341;IPR044674;IPR037322;IPR001382;IPR003137;IPR036026;	Homo sapiens (Human)
O75923	reviewed	ENST00000258104 [O75923-1];ENST00000394120 [O75923-14];ENST00000409366 [O75923-10];ENST00000409582 [O75923-7];ENST00000409651 [O75923-8];ENST00000409744 [O75923-12];ENST00000409762 [O75923-5];ENST00000410020 [O75923-13];ENST00000410041 [O75923-11];ENST00000413539 [O75923-2];ENST00000429174 [O75923-4];	DYSF	X-ray crystallography (4); NMR spectroscopy (2)	IPR000008;IPR035892;IPR037726;IPR037720;IPR037722;IPR037723;IPR037724;IPR037725;IPR029998;IPR012968;IPR037721;IPR012560;IPR012561;IPR032362;IPR006614;	Homo sapiens (Human)
O43194	reviewed	ENST00000329321;	GPR39		IPR000276;IPR017452;	Homo sapiens (Human)
P50148	reviewed	ENST00000286548;	GNAQ	Electron microscopy (1)	IPR000654;IPR001019;IPR011025;IPR027417;	Homo sapiens (Human)
Q5JWF2	reviewed	ENST00000371100 [Q5JWF2-1];ENST00000371102 [Q5JWF2-2];ENST00000481768 [Q5JWF2-3];	GNAS		IPR000367;IPR001019;IPR011025;IPR027417;	Homo sapiens (Human)
Q9UKD1	reviewed	ENST00000266068;ENST00000370077;	GMEB2		IPR024830;IPR010919;IPR000770;	Homo sapiens (Human)
P12821	reviewed	ENST00000290863 [P12821-3];ENST00000290866 [P12821-1];ENST00000413513 [P12821-4];	ACE	X-ray crystallography (50)	IPR001548;	Homo sapiens (Human)
O43306	reviewed	ENST00000307885 [O43306-1];ENST00000357869 [O43306-1];ENST00000550422 [O43306-2];	ADCY6		IPR001054;IPR018297;IPR032628;IPR030672;IPR009398;IPR029787;	Homo sapiens (Human)
