Organism	Gene Symbol	ID	Genetic Location	Genome Coordinates	Build	Associated Human Diseases	Abnormal Mouse Phenotypes	
mouse	Wnt3a	MGI:98956		Chr11:59138862-59181577 (-)	GRCm39		behavior/neurological | craniofacial | digestive/alimentary system | embryo | growth/size/body | limbs/digits/tail | mortality/aging | nervous system | renal/urinary system | reproductive system | skeleton	
mouse	Wtip	MGI:2141920		Chr7:33808968-33832693 (-)	GRCm39		homeostasis/metabolism | mortality/aging | renal/urinary system	
mouse	Xab2	MGI:1914689		Chr8:3660089-3671311 (-)	GRCm39		embryo | mortality/aging	
mouse	Zbtb24	MGI:3039618		Chr10:41326379-41341570 (+)	GRCm39		behavior/neurological | cardiovascular system | hematopoietic system | homeostasis/metabolism | mortality/aging | vision/eye	
mouse	Zfp335	MGI:2682313		Chr2:164733802-164753677 (-)	GRCm39		hematopoietic system | immune system | mortality/aging | nervous system	
mouse	Zfp830	MGI:1914233		Chr11:82655171-82656761 (+)	GRCm39		behavior/neurological | cellular | embryo | mortality/aging | reproductive system | vision/eye	
mouse	Cr1l	MGI:88513		Chr1:194781019-194813878 (-)	GRCm39		embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | nervous system | renal/urinary system | reproductive system	
mouse	Ddx3x	MGI:103064		ChrX:13147261-13160222 (+)	GRCm39		cardiovascular system | cellular | embryo | growth/size/body | homeostasis/metabolism | mortality/aging | muscle | nervous system	
mouse	Ovol1	MGI:1330290	Chr19 A	Chr19:5599165-5610603 (-)	GRCm39		cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | integument | mortality/aging | pigmentation | renal/urinary system | reproductive system	
mouse	Slc13a4	MGI:2442367		Chr6:35244888-35285061 (-)	GRCm39		cardiovascular system | craniofacial | digestive/alimentary system | embryo | growth/size/body | homeostasis/metabolism | integument | mortality/aging | skeleton | vision/eye	
mouse	Pth1r	MGI:97801	Chr9 F	Chr9:110551153-110576213 (-)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | liver/biliary system | mortality/aging | neoplasm | nervous system | respiratory system | skeleton | vision/eye	
mouse	Ptpn9	MGI:1928376	Chr9 C	Chr9:56902252-56970092 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | craniofacial | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | nervous system | skeleton	
mouse	Rab11a	MGI:1858202	Chr9 C	Chr9:64622582-64645038 (-)	GRCm39		cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | immune system | mortality/aging | vision/eye	
mouse	Rab21	MGI:894308	Chr10 D1	Chr10:115125767-115151540 (-)	GRCm39		embryo | mortality/aging	
mouse	Ramp2	MGI:1859650		Chr11:101137160-101139076 (+)	GRCm39		cardiovascular system | embryo | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | nervous system | reproductive system	
mouse	Rap1b	MGI:894315	Chr10 D2	Chr10:117650502-117681879 (-)	GRCm39		cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | mortality/aging | reproductive system	
mouse	Rapgef2	MGI:2659071		Chr3:78969823-79193824 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | nervous system | vision/eye	
mouse	Rasa3	MGI:1197013		Chr8:13617218-13727590 (-)	GRCm39	aplastic anemia	behavior/neurological | cardiovascular system | cellular | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | reproductive system	
mouse	Rb1cc1	MGI:1341850	Chr1 A2	Chr1:6284858-6346599 (+)	GRCm39		cardiovascular system | cellular | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | nervous system | pigmentation | respiratory system | vision/eye	
mouse	Rce1	MGI:1336895		Chr19:4672619-4675669 (-)	GRCm39		behavior/neurological | cardiovascular system | growth/size/body | homeostasis/metabolism | integument | liver/biliary system | mortality/aging | muscle | vision/eye	
mouse	Reck	MGI:1855698		Chr4:43875530-43944806 (+)	GRCm39		cardiovascular system | cellular | embryo | growth/size/body | integument | limbs/digits/tail | liver/biliary system | mortality/aging | nervous system | skeleton	
mouse	Rela	MGI:103290	Chr19 B1-3	Chr19:5687569-5698162 (+)	GRCm39		cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | nervous system | respiratory system | skeleton | vision/eye	
mouse	Rictor	MGI:1926007	Chr15 A1	Chr15:6737860-6829882 (+)	GRCm39		adipose tissue | cardiovascular system | cellular | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | renal/urinary system | skeleton	
mouse	Rnf4	MGI:1201691		Chr5:34493594-34510789 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | embryo | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | mortality/aging | reproductive system	
mouse	Rr277	MGI:7341595					cardiovascular system | mortality/aging | muscle	
mouse	Rr349	MGI:7432386					hematopoietic system | integument | liver/biliary system | mortality/aging	
mouse	Creb1	MGI:88494	Chr1 C1/C5	Chr1:64571963-64643707 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | mortality/aging | muscle | nervous system | reproductive system | respiratory system	
mouse	Crk	MGI:88508	Chr11 A-D	Chr11:75570085-75597734 (+)	GRCm39		cardiovascular system | craniofacial | digestive/alimentary system | growth/size/body | homeostasis/metabolism | mortality/aging | muscle | nervous system | respiratory system	
mouse	Crkl	MGI:104686		Chr16:17269851-17305298 (+)	GRCm39	DiGeorge syndrome | velocardiofacial syndrome	cardiovascular system | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | nervous system | respiratory system | skeleton | vision/eye	
mouse	Crls1	MGI:1913836	Chr2 F3	Chr2:132688586-132708705 (+)	GRCm39		adipose tissue | behavior/neurological | cellular | embryo | growth/size/body | homeostasis/metabolism | integument | liver/biliary system | mortality/aging	
mouse	Csgalnact1	MGI:2442354		Chr8:68809433-69187798 (-)	GRCm39		behavior/neurological | craniofacial | digestive/alimentary system | growth/size/body | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Csnk1d	MGI:1355272	Chr11 E2	Chr11:120849816-120882156 (-)	GRCm39	attention deficit hyperactivity disorder	behavior/neurological | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system	
mouse	Ctbp2	MGI:1201686		Chr7:132589292-132726083 (-)	GRCm39		cardiovascular system | embryo | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system | vision/eye	
mouse	Cul4b	MGI:1919834	ChrX A2	ChrX:37622151-37665073 (-)	GRCm39	intellectual disability	behavior/neurological | cardiovascular system | cellular | embryo | growth/size/body | integument | mortality/aging | nervous system	
mouse	Cul7	MGI:1913765		Chr17:46961264-46975290 (+)	GRCm39		cardiovascular system | cellular | embryo | growth/size/body | mortality/aging | respiratory system | skeleton	
mouse	Cxcl12	MGI:103556	Chr6 F1	Chr6:117145496-117158328 (+)	GRCm39		cardiovascular system | cellular | endocrine/exocrine glands | hematopoietic system | immune system | mortality/aging | muscle | nervous system | reproductive system	
mouse	Cxcr4	MGI:109563		Chr1:128515936-128520030 (-)	GRCm39	cardiomyopathy | congestive heart failure | WHIM syndrome	adipose tissue | cardiovascular system | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | muscle | nervous system | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Daam1	MGI:1914596	Chr12 C3	Chr12:71877852-72039107 (+)	GRCm39	intrinsic cardiomyopathy	cardiovascular system | cellular | embryo | growth/size/body | homeostasis/metabolism | mortality/aging | muscle	
mouse	Dbf	MGI:94863		Chr1:59938031-82944074	GRCm39	clubfoot	behavior/neurological | cellular | craniofacial | embryo | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | limbs/digits/tail | mortality/aging | nervous system | reproductive system | skeleton | vision/eye	
mouse	Ddx59	MGI:1915247	Chr1 F	Chr1:136343009-136367896 (+)	GRCm39		embryo | growth/size/body | integument | mortality/aging | pigmentation	
mouse	Dennd4c	MGI:1914769		Chr4:86666792-86768840 (+)	GRCm39		embryo | mortality/aging	
mouse	Dhx35	MGI:1918965		Chr2:158636727-158700134 (+)	GRCm39		cardiovascular system | craniofacial | embryo | endocrine/exocrine glands | growth/size/body | immune system | integument | mortality/aging | nervous system | skeleton | vision/eye	
mouse	Dnajc8	MGI:1915848		Chr4:132262861-132281053 (+)	GRCm39		embryo | hematopoietic system | mortality/aging	
mouse	Dnajc24	MGI:1919522	Chr2 E3	Chr2:105797054-105833894 (-)	GRCm39		embryo | growth/size/body | limbs/digits/tail | mortality/aging	
mouse	Dnttip1	MGI:1923483	Chr2 H3	Chr2:164587935-164610140 (+)	GRCm39		cardiovascular system | cellular | growth/size/body | hematopoietic system | immune system | liver/biliary system | mortality/aging	
mouse	Dock1	MGI:2429765		Chr7:134272416-134775376 (+)	GRCm39	DiGeorge syndrome | tetralogy of Fallot	cardiovascular system | cellular | craniofacial | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | renal/urinary system | respiratory system | skeleton	
mouse	Dolk	MGI:2677836		Chr2:30174243-30176346 (-)	GRCm39		behavior/neurological | embryo | growth/size/body | mortality/aging	
mouse	4933427D14Rik	MGI:1921727		Chr11:72044755-72098308 (-)	GRCm39		embryo | growth/size/body | mortality/aging	
mouse	Abca1	MGI:99607	Chr4 A5-B3	Chr4:53030787-53159895 (-)	GRCm39	Tangier disease	behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | reproductive system | respiratory system	
mouse	Aco1	MGI:87879		Chr4:40143081-40198338 (+)	GRCm39		digestive/alimentary system | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | vision/eye	
mouse	Actc1	MGI:87905		Chr2:113877763-113883356 (-)	GRCm39	dilated cardiomyopathy 1R	cardiovascular system | cellular | growth/size/body | mortality/aging | muscle	
mouse	Actr8	MGI:1860775		Chr14:29700294-29717409 (+)	GRCm39		embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | mortality/aging | skeleton	
mouse	Acvrl1	MGI:1338946	Chr15 F3	Chr15:101026403-101043217 (+)	GRCm39	arteriovenous malformations of the brain | hereditary hemorrhagic telangiectasia	cardiovascular system | craniofacial | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | respiratory system	
mouse	Adam17	MGI:1096335		Chr12:21373510-21423633 (-)	GRCm39	atopic dermatitis	cardiovascular system | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | muscle | nervous system | pigmentation | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Adamts3	MGI:3045353		Chr5:89824946-90031193 (-)	GRCm39		cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | neoplasm | nervous system | renal/urinary system | skeleton | vision/eye	
mouse	Adgra2	MGI:1925810	Chr8 A3	Chr8:27575611-27613464 (+)	GRCm39		cardiovascular system | craniofacial | digestive/alimentary system | embryo | growth/size/body | mortality/aging | nervous system | respiratory system	
mouse	Adgrl2	MGI:2139714		Chr3:148521222-148695808 (-)	GRCm39		behavior/neurological | cardiovascular system | mortality/aging	
mouse	Adm	MGI:108058		Chr7:110226868-110229027 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | renal/urinary system | reproductive system | respiratory system	
mouse	Aifm1	MGI:1349419	ChrX A6	ChrX:47563821-47602440 (-)	GRCm39	mitochondrial complex I deficiency	behavior/neurological | cardiovascular system | cellular | embryo | growth/size/body | homeostasis/metabolism | integument | mortality/aging | muscle | nervous system | vision/eye	
mouse	Angptl4	MGI:1888999		Chr17:33993874-34000549 (-)	GRCm39		adipose tissue | cardiovascular system | digestive/alimentary system | homeostasis/metabolism | immune system | mortality/aging | nervous system | vision/eye	
mouse	Ankfy1	MGI:1337008		Chr11:72580832-72662972 (+)	GRCm39	Charlevoix-Saguenay spastic ataxia	behavior/neurological | cardiovascular system | cellular | growth/size/body | hematopoietic system | immune system | mortality/aging | nervous system | reproductive system | skeleton	
mouse	Apaf1	MGI:1306796	Chr10 C3-D1	Chr10:90825173-90918632 (-)	GRCm39	Noonan syndrome	behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | immune system | limbs/digits/tail | mortality/aging | neoplasm | nervous system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Etv5	MGI:1096867	Chr16 B1	Chr16:22200063-22258320 (-)	GRCm39		behavior/neurological | cellular | craniofacial | endocrine/exocrine glands | growth/size/body | limbs/digits/tail | mortality/aging | nervous system | renal/urinary system | reproductive system | respiratory system	
mouse	F2r	MGI:101802		Chr13:95738311-95754995 (-)	GRCm39		cardiovascular system | cellular | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | liver/biliary system | mortality/aging | neoplasm | nervous system | renal/urinary system | reproductive system | skeleton	
mouse	F11r	MGI:1321398	Chr1 H2	Chr1:171265129-171292161 (+)	GRCm39		cardiovascular system | immune system | mortality/aging	
mouse	Fbxl20	MGI:1919444		Chr11:97973382-98041229 (-)	GRCm39		endocrine/exocrine glands | growth/size/body | hematopoietic system | mortality/aging | nervous system	
