Organism	Gene Symbol	ID	Genetic Location	Genome Coordinates	Build	Associated Human Diseases	Abnormal Mouse Phenotypes	
mouse	Chrna3	MGI:87887		Chr9:54917401-54933846 (-)	GRCm39		behavior/neurological | digestive/alimentary system | growth/size/body | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system | renal/urinary system | vision/eye	
human	CHST14	HGNC:24464	Chr15 q15.1	Chr15:40470984-40473158 (+)	GRCh38	Ehlers-Danlos syndrome musculocontractural type 1		
mouse	Chsy1	MGI:2681120		Chr7:65759263-65823546 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | hematopoietic system | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | nervous system | renal/urinary system | skeleton | vision/eye	
mouse	Chuk	MGI:99484		Chr19:44061774-44095919 (-)	GRCm39	fetal encasement syndrome	cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | neoplasm | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Cia2	MGI:1333775		Chr2:60520612-60520756	GRCm39		immune system | skeleton	
mouse	Cia5	MGI:1891460		Chr3:83046658-83046795	GRCm39		immune system	
mouse	Cia5b	MGI:3038266		Chr3:100655184-103744779	GRCm39		immune system | skeleton	
mouse	Cia5c	MGI:3038267		Chr3:107376936-125316237	GRCm39		immune system | skeleton	
mouse	Cia6	MGI:1345671		Chr6:4464884-87403016	GRCm39		immune system	
mouse	Cia7	MGI:1345670		Chr7:85365595-112533819	GRCm39		immune system | skeleton	
mouse	Cia8	MGI:1345626		Chr10:51493400-82491121	GRCm39		immune system	
mouse	Cia9	MGI:1890622		Chr1:45783900-189303617	GRCm39		immune system	
mouse	Cia10	MGI:2148641					immune system	
mouse	Cia23	MGI:3038900		Chr2:12129537-66556453	GRCm39		immune system	
mouse	Cia34	MGI:3582979					immune system | skeleton	
mouse	Cia35	MGI:3582976		Chr15:81811826-81811946	GRCm39		immune system | skeleton	
mouse	Cia36	MGI:3582980					immune system | skeleton	
mouse	Cia37	MGI:3582981		Chr15:97884933-97885041	GRCm39		immune system | skeleton	
mouse	Cia38	MGI:3583262					immune system | skeleton	
mouse	Cia39	MGI:3583263					immune system | skeleton	
mouse	Cia40	MGI:3583353		Chr11:103273992-115021444	GRCm39		immune system | skeleton	
mouse	Cia43	MGI:3588726		Chr6:114159241-119737532	GRCm39		immune system | skeleton	
human	CIB1	HGNC:16920	Chr15 q26.1	Chr15:90229975-90265759 (-)	GRCh38	epidermodysplasia verruciformis		
human	CIC	HGNC:14214	Chr19 q13.2	Chr19:42268530-42295797 (+)	GRCh38	autosomal dominant intellectual developmental disorder 45		
human	CIDEC	HGNC:24229	Chr3 p25.3	Chr3:9866710-9880255 (-)	GRCh38	familial partial lipodystrophy type 5		
human	CIITA	HGNC:7067	Chr16 p13.13	Chr16:10866206-10943021 (+)	GRCh38	Addison's disease | juvenile rheumatoid arthritis | MHC class II deficiency | multiple sclerosis | myocardial infarction | rheumatoid arthritis | systemic lupus erythematosus		
mouse	Cish	MGI:103159		Chr9:107173858-107179983 (+)	GRCm39		cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | respiratory system	
mouse	Clca1	MGI:1346342		Chr3:144710298-144738537 (-)	GRCm39		hematopoietic system | homeostasis/metabolism | immune system | integument | nervous system | reproductive system | respiratory system	
human	CLCN7	HGNC:2025	Chr16 p13.3	Chr16:1444934-1475077 (-)	GRCh38	autosomal dominant osteopetrosis 2 | autosomal recessive osteopetrosis 4		
mouse	Clcnka	MGI:1329026		Chr4:141111922-141126017 (-)	GRCm39	nephrogenic diabetes insipidus	digestive/alimentary system | homeostasis/metabolism | immune system | renal/urinary system	
human	CLDN1	HGNC:2032	Chr3 q28	Chr3:190305707-190322446 (-)	GRCh38	atopic dermatitis | Crohn's disease		
mouse	Clec2h	MGI:2136934	Chr6 F3	Chr6:128639348-128654337 (+)	GRCm39		adipose tissue | cellular | homeostasis/metabolism | immune system | renal/urinary system	
mouse	Clec4a2	MGI:1349412	Chr6 F3	Chr6:123099627-123119891 (+)	GRCm39		cellular | digestive/alimentary system | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | reproductive system | skeleton	
mouse	Clec4d	MGI:1298389	Chr6 F3	Chr6:123239070-123252224 (+)	GRCm39		cellular | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | respiratory system	
mouse	Clec4e	MGI:1861232	Chr6 F3	Chr6:123258748-123266829 (-)	GRCm39		cardiovascular system | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Clec4g	MGI:1923113		Chr8:3757064-3770651 (-)	GRCm39		hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system	
mouse	Clec5a	MGI:1345151	Chr6 B2	Chr6:40551832-40562739 (-)	GRCm39		cardiovascular system | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | skeleton | vision/eye	
human	CLEC7A	HGNC:14558	Chr12 p13.2	Chr12:10116777-10130304 (-)	GRCh38	aspergillosis | chronic mucocutaneous candidiasis		
mouse	Clec12a	MGI:3040968		Chr6:129327207-129342266 (+)	GRCm39		cellular | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Clic4	MGI:1352754	Chr4 D3	Chr4:134941280-135000071 (-)	GRCm39		cardiovascular system | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | reproductive system | vision/eye	
mouse	Clpp	MGI:1858213		Chr17:57297305-57303188 (+)	GRCm39	Perrault syndrome	adipose tissue | behavior/neurological | cellular | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | reproductive system | skeleton	
human	CLPTM1L	HGNC:24308	Chr5 p15.33	Chr5:1317752-1345099 (-)	GRCh38	esophagus squamous cell carcinoma | gallbladder carcinoma | hepatocellular carcinoma | lung adenocarcinoma | lung cancer | lung non-small cell carcinoma | lung squamous cell carcinoma | nasopharynx carcinoma | oral squamous cell carcinoma | pharynx squamous cell carcinoma | pulmonary emphysema		
human	CLPX	HGNC:2088	Chr15 q22.31	Chr15:65148219-65185342 (-)	GRCh38	erythropoietic protoporphyria		
mouse	Clu	MGI:88423		Chr14:66205932-66218996 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | homeostasis/metabolism | immune system | muscle | nervous system | renal/urinary system	
human	CLXN	HGNC:25678	Chr8 q11.21	Chr8:48710789-48735311 (-)	GRCh38	primary ciliary dyskinesia		
human	CMA1	HGNC:2097	Chr14 q12	Chr14:24505353-24508265 (-)	GRCh38	asthma | atopic dermatitis | hypertrophic cardiomyopathy | sarcoidosis		
mouse	Cmas	MGI:1337124		Chr6:142702468-142721440 (+)	GRCm39	focal segmental glomerulosclerosis	behavior/neurological | cardiovascular system | cellular | growth/size/body | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system	
mouse	Cmklr1	MGI:109603	Chr5 F	Chr5:113750415-113788487 (-)	GRCm39		cellular | hematopoietic system | immune system | respiratory system	
mouse	Cmtm4	MGI:2142888		Chr8:105074823-105122439 (-)	GRCm39		cellular | hematopoietic system | immune system | integument | reproductive system	
human	CNTNAP2	HGNC:13830	Chr7 q35-q36.1	Chr7:146116002-148420998 (+)	GRCh38	articulation disorder | autism spectrum disorder | autistic disorder | cortical dysplasia-focal epilepsy syndrome | intellectual disability | major depressive disorder | mutism | Pitt-Hopkins syndrome | reading disorder | schizophrenia | social phobia | specific language impairment | visual epilepsy		
human	COASY	HGNC:29932	Chr17 q21.2	Chr17:42561467-42566277 (+)	GRCh38	mucopolysaccharidosis III | neurodegeneration with brain iron accumulation 6 | pontocerebellar hypoplasia type 12		
human	COG6	HGNC:18621	Chr13 q14.11	Chr13:39655627-39791666 (+)	GRCh38	congenital disorder of glycosylation type IIl		
human	COG8	HGNC:18623	Chr16 q22.1	Chr16:69320140-69339583 (-)	GRCh38	congenital disorder of glycosylation type IIh		
human	COL1A1	HGNC:2197	Chr17 q21.33	Chr17:50184101-50201632 (-)	GRCh38	aggressive periodontitis | beta thalassemia | Caffey disease | cutaneous leishmaniasis | degenerative disc disease | dentinogenesis imperfecta | dermatofibrosarcoma protuberans | Ehlers-Danlos syndrome arthrochalasia type 1 | osteogenesis imperfecta | osteogenesis imperfecta type 1 | osteogenesis imperfecta type 2 | osteogenesis imperfecta type 3 | osteogenesis imperfecta type 4 | osteoporosis | otosclerosis		
mouse	Col1a1	MGI:88467	Chr11 D	Chr11:94827050-94843868 (+)	GRCm39	Ehlers-Danlos syndrome | osteogenesis imperfecta | osteogenesis imperfecta type 1 | osteogenesis imperfecta type 2 | osteogenesis imperfecta type 3 | osteogenesis imperfecta type 4	adipose tissue | behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | nervous system | pigmentation | reproductive system | respiratory system | skeleton | vision/eye	
human	COL2A1	HGNC:2200	Chr12 q13.11	Chr12:47972967-48006212 (-)	GRCh38	achondrogenesis type II | chondrosarcoma | chorioretinitis | cleft palate | eye disease | Kniest dysplasia | Legg-Calve-Perthes disease | multiple epiphyseal dysplasia with myopia and deafness | myopia | osteoarthritis | osteochondrodysplasia | osteonecrosis | retinal detachment | spondyloarthropathy | spondyloepimetaphyseal dysplasia, Strudwick type | spondyloepiphyseal dysplasia congenita | spondyloepiphyseal dysplasia Stanescu type | spondyloperipheral dysplasia | Stickler syndrome | Stickler syndrome 1 | Torrance type platyspondylic dysplasia		
human	COL3A1	HGNC:2201	Chr2 q32.2	Chr2:188974373-189012746 (+)	GRCh38	Ehlers-Danlos syndrome | Ehlers-Danlos syndrome hypermobility type | end stage renal disease | vascular type Ehlers-Danlos syndrome		
mouse	Col3a1	MGI:88453		Chr1:45350698-45388866 (+)	GRCm39	systemic scleroderma | vascular type Ehlers-Danlos syndrome	adipose tissue | cardiovascular system | cellular | digestive/alimentary system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | respiratory system	
mouse	Col4a1	MGI:88454		Chr8:11248423-11362826 (-)	GRCm39	brain small vessel disease 1 | kidney disease | porencephaly | Walker-Warburg syndrome	behavior/neurological | cardiovascular system | cellular | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system | renal/urinary system | reproductive system | respiratory system | vision/eye	
human	COL4A3	HGNC:2204	Chr2 q36.3	Chr2:227164624-227314792 (+)	GRCh38	Alport syndrome | autosomal dominant Alport syndrome | autosomal recessive Alport syndrome | benign familial hematuria | end stage renal disease		
mouse	Col4a3	MGI:104688		Chr1:82564647-82699778 (+)	GRCm39	autosomal recessive Alport syndrome	behavior/neurological | cardiovascular system | cellular | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system | vision/eye	
human	COL4A4	HGNC:2206	Chr2 q36.3	Chr2:226967360-227164488 (-)	GRCh38	autosomal recessive Alport syndrome | benign familial hematuria | end stage renal disease		
mouse	Col4a4	MGI:104687		Chr1:82426144-82564570 (-)	GRCm39	autosomal recessive Alport syndrome	behavior/neurological | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system | reproductive system | vision/eye	
human	COL4A5	HGNC:2207	ChrX q22.3	ChrX:108439838-108697545 (+)	GRCh38	Alport syndrome | X-linked Alport syndrome		
mouse	Col4a5	MGI:88456		ChrX:140258381-140472230 (+)	GRCm39	X-linked Alport syndrome	adipose tissue | cardiovascular system | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system | vision/eye	
human	COL5A1	HGNC:2209	Chr9 q34.3	Chr9:134641803-134844843 (+)	GRCh38	Ehlers-Danlos syndrome | Ehlers-Danlos syndrome classic type 1		
human	COL5A2	HGNC:2210	Chr2 q32.2	Chr2:189031898-189441111 (-)	GRCh38	Ehlers-Danlos syndrome | Ehlers-Danlos syndrome classic type 2		
human	COL7A1	HGNC:2214	Chr3 p21.31	Chr3:48564073-48595329 (-)	GRCh38	autosomal dominant dystrophic epidermolysis bullosa | epidermolysis bullosa dystrophica | epidermolysis bullosa with congenital localized absence of skin and deformity of nails | nonsyndromic congenital nail disorder 8 | pretibial dystrophic epidermolysis bullosa | transient bullous dermolysis of the newborn		
human	COL8A2	HGNC:2216	Chr1 p34.3	Chr1:36095239-36125222 (-)	GRCh38	Fuchs' endothelial dystrophy | posterior polymorphous corneal dystrophy 2		
human	COL9A1	HGNC:2217	Chr6 q13	Chr6:70215061-70303084 (-)	GRCh38	multiple epiphyseal dysplasia 6 | osteochondrodysplasia | Stickler syndrome		
mouse	Col9a1	MGI:88465		Chr1:24216691-24291765 (+)	GRCm39	osteoarthritis	cellular | hearing/vestibular/ear | homeostasis/metabolism | immune system | limbs/digits/tail | skeleton | vision/eye	
human	COL9A2	HGNC:2218	Chr1 p34.2	Chr1:40300489-40317813 (-)	GRCh38	multiple epiphyseal dysplasia 2 | osteochondrodysplasia | Stickler syndrome		
human	COL9A3	HGNC:2219	Chr20 q13.33	Chr20:62816213-62841159 (+)	GRCh38	multiple epiphyseal dysplasia 3 | osteochondrodysplasia | Stickler syndrome		
human	COL11A1	HGNC:2186	Chr1 p21.1	Chr1:102876467-103108872 (-)	GRCh38	autosomal dominant nonsyndromic deafness | fibrochondrogenesis 1 | Marshall syndrome | Stickler syndrome 2		
mouse	Col11a1	MGI:88446		Chr3:113824189-114014367 (+)	GRCm39	osteoarthritis | Stickler syndrome	cardiovascular system | craniofacial | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | immune system | limbs/digits/tail | mortality/aging | nervous system | respiratory system | skeleton	
human	COL11A2	HGNC:2187	Chr6 p21.32	Chr6:33162681-33193519 (-)	GRCh38	autosomal dominant nonsyndromic deafness 13 | autosomal recessive nonsyndromic deafness 53 | cleft palate | fibrochondrogenesis 2 | osteochondrodysplasia | otospondylomegaepiphyseal dysplasia, autosomal dominant | otospondylomegaepiphyseal dysplasia, autosomal recessive		
mouse	Col13a1	MGI:1277201	Chr10 B4	Chr10:61674015-61814887 (-)	GRCm39	congenital myasthenic syndrome 19	behavior/neurological | cellular | growth/size/body | homeostasis/metabolism | immune system | limbs/digits/tail | muscle | nervous system	
mouse	Col17a1	MGI:88450		Chr19:47634783-47680460 (-)	GRCm39	junctional epidermolysis bullosa non-Herlitz type	behavior/neurological | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | pigmentation | renal/urinary system | reproductive system	
mouse	Comp	MGI:88469		Chr8:70826208-70834716 (+)	GRCm39	multiple epiphyseal dysplasia | pseudoachondroplasia	behavior/neurological | cardiovascular system | cellular | growth/size/body | homeostasis/metabolism | immune system | limbs/digits/tail | muscle | skeleton	
mouse	Copa	MGI:1334462		Chr1:171910096-171949897 (+)	GRCm39	autoimmune interstitial lung, joint, and kidney disease	hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | respiratory system	
human	COPA	HGNC:2230	Chr1 q23.2	Chr1:160288594-160343566 (-)	GRCh38	autoimmune interstitial lung, joint, and kidney disease		
human	CORO1A	HGNC:2252	Chr16 p11.2	Chr16:30182827-30189076 (+)	GRCh38	coronin-1A deficiency		
mouse	Coro1a	MGI:1345961	Chr7 F3	Chr7:126298946-126303925 (-)	GRCm39	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive	behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | renal/urinary system	
